message_id,cluster
1862898215331462,2
153742584828619,4
1862898215331457,2
1557320967124456,2
1862898215331503,0
208942512015983,0
1862898215331481,0
1862898215331449,0
192076702016227,0
1862898215331576,1
183422978281734,4
192076702016216,3
192076702016199,3
192076702016237,0
1862898215331609,0
1862898215331567,4
192076702016208,2
192076702016234,2
183422978281761,4
192076702016201,0
183422978281766,4
183422978281732,4
1862898215331582,2
1862898215331585,2
208942512016033,1
192076702016215,0
183422978281759,1
183422978281779,0
1862898215331592,3
183422978281746,2
1862898215331598,3
1268299670373353,1
1268299670373355,2
1862898215331594,3
192076702016192,2
183422978281751,4
192076702016205,0
185417972651178,2
1862898215331569,0
1862898215331603,0
183422978281741,2
192076702016212,3
1862898215331604,1
208942512016029,0
192076702016232,0
1862898215331590,2
1862898215331595,0
208942512016027,0
192076702016200,3
192076702016229,3
192076702016230,2
1234567890,2
20894251205029,4
20894251205033,0
19207670208817,0
20894251204938,0
20894251205007,0
192723019368184,1
20894251204946,0
20894251204877,0
20894251204902,1
20894251204875,1
20894251204919,0
1268299670370193,1
20894251205016,1
20894251204976,0
20894251204918,0
20894251204924,0
20894251204961,4
20894251204869,4
20894251205002,2
20894251204917,1
20894251205027,4
20894251204912,1
1862898215324739,1
20894251204897,1
185417972649055,2
1862898215324718,1
192723019368180,1
20894251204942,4
20894251205028,0
20894251204950,0
1862898215324741,1
20894251204957,4
20894251204971,0
20894251204880,4
20894251205005,1
20894251205021,0
20894251204960,0
20894251204909,0
19207670208811,1
20894251205022,4
1862898215324727,4
20894251204913,1
20894251204883,0
20894251204885,0
20894251204982,0
1862898215324723,2
1862898215324731,1
20894251204963,2
20894251204929,4
20894251204901,4
20894251204910,1
20894251204970,1
20894251204931,1
20894251204923,0
19207670208917,0
19207670208926,0
20894251205176,0
20894251205191,1
192723019368289,0
192723019368292,1
20894251205190,1
19207670208911,2
19207670208933,4
19207670208913,1
183422978274164,3
192723019368306,4
192723019368318,4
1268299670370237,1
192723019368307,2
192723019368310,4
1557320967119859,3
1268299670370234,0
20894251205177,2
192723019368283,2
183422978274171,4
192723019368317,1
19207670208902,0
1557320967119863,0
19207670208903,4
1557320967119867,4
192723019368297,4
192723019368298,0
19207670208909,0
183422978274170,0
20894251205180,1
153742584828700,0
208942512016152,3
1862898215331693,1
185417972651245,4
185417972651246,2
185417972651227,2
192723019371905,1
153742584828677,0
185417972651235,4
185417972651260,0
185417972651232,0
185417972651251,1
153742584828655,0
1268299670373372,1
192723019371921,0
208942512016137,1
185417972651249,4
185417972651263,0
192076702016311,1
192723019371925,0
192723019371930,3
1862898215331694,0
153742584828707,4
208942512016149,3
1268299670373376,4
153742584828699,0
185417972651229,2
183422978281844,3
1557320967124576,3
185417972651207,1
1268299670373378,4
153742584828674,1
208942512016128,2
208942512016138,2
192076702016320,4
153742584828676,1
1268299670373380,4
185417972651222,4
208942512016120,0
153742584828687,4
185417972651254,0
1268299670373370,1
153742584828685,0
185417972651248,2
1862898215331696,0
153742584828683,0
185417972651256,2
1268299670373384,1
185417972651244,4
185417972651216,0
1557320967124567,2
192723019371926,4
1557320967124569,0
208942512016157,3
192723019371898,1
192723019371917,0
185417972651259,1
185417972651274,0
208942512016130,4
185417972651205,0
192076702016491,1
183422978281866,3
1557320967124624,2
192076702016484,3
153742584828750,1
192076702016475,3
1557320967124626,1
192076702016479,2
1557320967124617,1
1557320967124596,0
192076702016488,4
192076702016458,0
192076702016427,1
208942512016193,4
192076702016465,0
192076702016482,3
192076702016480,1
153742584828755,0
192076702016492,1
192076702016477,3
1557320967124601,4
1557320967124591,1
1557320967124629,0
192076702016423,1
192076702016503,3
1862898215331715,1
192076702016454,4
192076702016481,0
192076702016496,1
192076702016476,0
192076702016428,2
192076702016442,0
192076702016473,1
183422978281864,2
192076702016449,0
1557320967124594,0
192076702016502,3
1557320967124607,0
192076702016434,2
1557320967124622,1
1862898215331790,2
192076702016677,3
192076702016723,0
1268299670373486,2
1862898215331804,1
208942512016276,0
192076702016676,0
192076702016655,0
192076702016695,1
1862898215331815,2
1862898215331818,2
192076702016696,1
1557320967124675,3
1557320967124678,0
183422978281903,2
183422978281925,1
1862898215331808,2
192076702016694,4
183422978281940,2
183422978281945,4
192076702016731,0
1268299670373485,1
192076702016736,0
1862898215331814,1
183422978281892,1
1557320967124671,4
192076702016705,3
1268299670373475,1
192076702016679,2
1862898215331782,3
192076702016710,1
192076702016726,2
153742584828827,3
183422978281910,4
183422978281924,1
183422978281941,4
192076702016701,4
1862898215331778,1
183422978281917,1
183422978281952,0
192076702016727,4
1557320967124669,1
183422978281894,1
183422978281921,1
192076702016719,2
183422978281956,1
192076702016661,2
183422978281948,2
1268299670373476,1
192076702016688,1
1862898215331805,1
1862898215331816,1
192076702016683,3
1557320967124682,3
192076702016670,3
192076702016678,3
192076702016707,3
183422978281905,1
192076702016689,2
183422978281935,1
183422978281953,4
183422978281958,1
192076702016659,3
183422978281959,2
1862898215331807,1
183422978281914,1
183422978282282,1
185417972651612,3
1862898215331918,1
208942512016461,0
208942512016473,4
1862898215331923,1
183422978282236,2
192076702016910,0
1268299670373540,4
1557320967124722,4
192076702016898,1
192076702016905,1
185417972651621,1
185417972651574,4
183422978282245,1
208942512016462,0
1862898215331921,1
1862898215331930,2
1268299670373536,1
1862898215331932,1
208942512016496,4
183422978282238,1
208942512016478,0
183422978282257,4
208942512016485,1
1862898215331931,1
185417972651586,0
192076702016896,1
208942512016492,1
1862898215331913,0
185417972651567,1
1862898215331919,1
185417972651577,4
1268299670373535,1
183422978282279,1
208942512016483,4
183422978282266,1
208942512016468,1
208942512016469,4
208942512016488,1
183422978282240,1
208942512016500,2
183422978282250,4
183422978282265,1
183422978282292,4
183422978282246,1
183422978282281,1
1557320967124723,4
192076702016903,0
185417972651595,1
192076702016899,1
183422978282269,0
1557320967124727,1
192076702016897,1
208942512016486,1
192076702016917,0
1268299670373537,1
185417972651590,1
208942512016476,2
208942512016491,1
183422978282273,2
1557320967124725,4
183422978282304,2
20894251204589,1
20894251204593,2
20894251204572,0
20894251204594,1
19207670208763,0
20894251204555,1
20894251204562,1
20894251204582,4
20894251204548,1
20894251204560,1
192723019368165,0
20894251204549,1
20894251204557,1
20894251204569,0
20894251204550,1
20894251204559,1
20894251204571,0
20894251204566,0
20894251204573,1
20894251204579,2
20894251204576,1
183422978274142,1
183422978274135,3
20894251205054,0
192723019368202,1
153742584826851,2
20894251205042,2
1862898215324748,0
1862898215324751,1
153742584826848,2
1268299670370200,1
1557320967119832,2
20894251205073,3
153742584826861,0
19207670208828,1
1862898215324746,0
153742584826870,4
153742584826869,4
20894251205053,2
20894251205051,1
1557320967119836,4
20894251205070,4
153742584826875,1
20894251205056,1
20894251205043,4
20894251205063,1
20894251205072,0
19207670208835,1
1268299670370201,1
20894251205069,2
1557320967119833,1
153742584826866,2
19207670208834,1
20894251205062,0
153742584826854,1
1862898215324753,2
153742584826850,1
1557320967119826,0
153742584826871,4
20894251205207,1
192723019368326,0
153742584826945,1
20894251205226,4
19207670208942,1
153742584826942,1
192723019368330,1
1268299670370250,0
1268299670370243,0
183422978274175,4
183422978274178,0
1268299670370254,1
153742584826937,0
1557320967119871,1
20894251205220,2
192723019368332,0
153742584826930,1
153742584826938,3
153742584826931,3
153742584826952,1
1557320967119875,3
1268299670370245,0
1557320967119874,3
20894251205205,1
20894251205212,1
192723019368320,2
1557320967119890,2
20894251205214,0
153742584826946,1
1557320967119873,0
19207670209030,2
192723019368413,3
20894251205473,0
20894251205477,0
1862898215324803,4
20894251205518,0
192723019368409,4
1557320967119986,0
153742584826974,1
192723019368405,1
20894251205488,0
20894251205511,4
192723019368421,0
20894251205506,4
192723019368415,1
20894251205483,4
20894251205480,2
20894251205482,0
192723019368420,1
20894251205494,0
1268299670370324,0
20894251205501,0
19207670209034,2
192723019368417,1
20894251205485,2
192723019368418,3
20894251205504,0
183422978274234,4
1268299670370537,1
1557320967120101,1
183422978274236,4
20894251206173,4
19207670209106,0
183422978274243,3
1268299670370517,1
19207670209128,4
20894251206156,0
20894251206172,0
19207670209123,1
19207670209129,0
183422978274262,2
1862898215324838,2
19207670209115,1
1557320967120115,1
1557320967120091,0
183422978274232,1
1268299670370520,0
1268299670370524,1
19207670209121,0
183422978274242,0
1557320967120117,0
185417972649089,2
20894251206159,3
1862898215324841,0
1862898215324842,4
1268299670370531,4
19207670209132,0
1268299670370522,2
20894251206158,2
153742584827026,0
183422978274230,0
1557320967120112,1
183422978274239,1
1557320967120103,4
1268299670370530,1
1862898215324840,1
1557320967120086,0
1268299670370535,1
20894251206161,4
1557320967120122,2
1557320967120085,4
1557320967120095,1
183422978274260,0
1268299670370528,0
1557320967120106,3
19207670209140,1
20894251206155,0
19207670209116,4
183422978274244,4
20894251206166,4
19207670209101,0
19207670209105,0
183422978274247,4
1268299670370540,1
1557320967120088,4
19207670209139,2
1557320967120118,2
20894251206171,1
1557320967120120,4
192723019368532,2
183422978274388,0
183422978274390,4
20894251206331,0
192723019368547,4
183422978274358,4
1268299670370746,1
1862898215324920,2
20894251206392,1
192723019368527,4
192723019368522,4
183422978274393,1
19207670209227,3
20894251206338,0
20894251206400,1
183422978274367,2
19207670209223,1
183422978274335,4
1862898215324925,4
183422978274362,2
20894251206382,1
192723019368503,0
183422978274383,4
20894251206403,4
20894251206327,3
183422978274364,0
192723019368507,1
1268299670370743,1
183422978274385,1
1862898215324902,4
183422978274376,2
183422978274375,0
183422978274340,4
192723019368553,4
192723019368540,1
20894251206374,3
1862898215324946,1
1862898215324927,0
153742584827180,4
192723019368498,1
1862898215324939,4
20894251206396,1
1268299670370724,4
192723019368501,2
1268299670370733,2
192723019368511,1
1862898215324904,0
20894251206388,2
192723019368545,4
183422978274356,1
192723019368562,2
1268299670370726,0
183422978274400,1
20894251206346,1
1862898215324899,0
1268299670370739,2
1862898215324930,0
19207670209231,3
192723019368524,1
183422978274373,4
20894251206381,2
192723019368558,0
1268299670370732,0
192723019368513,0
183422978274357,0
1268299670370753,0
183422978274379,0
1268299670370725,4
19207670209225,3
20894251206342,0
1862898215324910,4
192723019368555,1
1862898215324905,1
20894251206390,4
192723019368502,1
183422978274330,1
20894251206397,1
20894251207117,1
192723019369062,0
19207670209549,3
1862898215325611,1
20894251207108,4
20894251207129,1
1268299670370961,0
185417972649125,3
20894251207099,4
1557320967120686,4
20894251207153,0
20894251207114,0
19207670209544,2
192723019369056,1
1557320967120676,1
192723019369058,2
19207670209540,2
20894251207127,1
20894251207157,0
20894251207146,4
20894251207097,0
1862898215325607,4
1557320967120687,0
1557320967120680,4
20894251207143,0
19207670209528,1
192723019369057,2
20894251207155,2
1862898215325601,2
20894251207131,4
192723019369054,0
20894251207123,1
20894251207133,0
185417972649126,1
192723019369052,2
20894251207134,0
20894251207031,3
19207670209497,3
1557320967120614,4
192723019369030,2
1557320967120612,1
1268299670370946,0
192723019369018,1
192723019369020,4
1557320967120616,4
192723019369027,1
192723019369031,1
1557320967120623,1
20894251207032,0
192723019369041,1
1557320967120611,1
20894251207019,1
1557320967120610,0
1268299670370941,2
1557320967120619,2
19207670209501,1
19207670209492,2
192723019369024,1
192723019371761,0
1862898215331535,2
183422978281714,4
153742584828622,4
1862898215331518,0
192723019371763,4
192723019371764,0
1557320967124483,4
183422978281717,0
1557320967124489,1
192723019371721,4
192723019371719,4
192723019371772,4
183422978281710,3
183422978281709,3
192723019371754,2
208942512016004,1
153742584828625,1
192723019371773,0
1862898215331505,1
1557320967124479,2
153742584828623,4
1862898215331515,4
192723019371735,0
192723019371765,4
1557320967124510,1
183422978281722,0
1862898215331529,0
192723019371716,4
1557320967124475,1
1557320967124509,4
192723019371780,1
1557320967124472,0
192723019371722,4
1557320967124508,0
192076702016067,0
192723019371726,2
1557320967124505,1
1557320967124478,0
