,symbol,price,timestamp
46067,ETHUSDT,2090.66,2023-12-01 13:24:38.002861+00:00
46068,BTCUSDT,38420.0,2023-12-01 13:24:39.662095+00:00
46069,DOGEUSDT,0.08335,2023-12-01 13:24:39.749018+00:00
46070,ETHUSDT,2090.65,2023-12-01 13:24:54.029945+00:00
46071,LTCUSDT,71.31,2023-12-01 13:24:14.945260+00:00
46072,DOGEUSDT,0.08334,2023-12-01 13:24:24.537640+00:00
46073,LTCUSDT,71.31,2023-12-01 13:24:45.328525+00:00
46074,LTCUSDT,71.33,2023-12-01 13:25:00.545055+00:00
46075,ETHUSDT,2090.67,2023-12-01 13:25:09.035915+00:00
46076,LTCUSDT,71.34,2023-12-01 13:25:15.980475+00:00
46077,DOGEUSDT,0.08336,2023-12-01 13:25:25.660687+00:00
46078,BTCUSDT,38429.1,2023-12-01 13:25:25.661001+00:00
46079,ETHUSDT,2090.67,2023-12-01 13:25:39.595478+00:00
46080,BTCUSDT,38423.38,2023-12-01 13:25:40.686203+00:00
46081,DOGEUSDT,0.08338,2023-12-01 13:25:40.857792+00:00
46082,LTCUSDT,71.39,2023-12-01 13:25:46.766446+00:00
46083,BTCUSDT,38427.78,2023-12-01 13:25:56.166253+00:00
46084,BTCUSDT,38429.11,2023-12-01 13:25:10.161140+00:00
46085,LTCUSDT,71.37,2023-12-01 13:25:31.569491+00:00
46086,ETHUSDT,2090.66,2023-12-01 13:25:54.925107+00:00
46087,DOGEUSDT,0.08337,2023-12-01 13:25:56.166190+00:00
46088,DOGEUSDT,0.08337,2023-12-01 13:25:10.307239+00:00
46089,ETHUSDT,2090.67,2023-12-01 13:25:24.170021+00:00
46090,BTCUSDT,38433.64,2023-12-01 13:26:26.361515+00:00
46091,LTCUSDT,71.4,2023-12-01 13:26:32.661928+00:00
46092,BTCUSDT,38427.79,2023-12-01 13:26:41.765831+00:00
46093,BTCUSDT,38412.93,2023-12-01 13:26:56.858885+00:00
46094,ETHUSDT,2090.66,2023-12-01 13:26:10.110568+00:00
46095,ETHUSDT,2091.05,2023-12-01 13:26:25.432727+00:00
46096,ETHUSDT,2091.05,2023-12-01 13:26:40.475846+00:00
46097,DOGEUSDT,0.08333,2023-12-01 13:26:41.884523+00:00
46098,LTCUSDT,71.46,2023-12-01 13:26:47.688946+00:00
46099,ETHUSDT,2090.26,2023-12-01 13:26:55.629845+00:00
46100,LTCUSDT,71.39,2023-12-01 13:26:02.536669+00:00
46101,BTCUSDT,38430.38,2023-12-01 13:26:11.086489+00:00
46102,DOGEUSDT,0.08335,2023-12-01 13:26:11.435640+00:00
46103,LTCUSDT,71.4,2023-12-01 13:26:17.781804+00:00
46104,DOGEUSDT,0.08335,2023-12-01 13:26:26.703453+00:00
46105,DOGEUSDT,0.08333,2023-12-01 13:26:57.799307+00:00
46106,ETHUSDT,2090.54,2023-12-01 13:27:26.105069+00:00
46107,DOGEUSDT,0.08334,2023-12-01 13:27:43.535056+00:00
46108,LTCUSDT,71.49,2023-12-01 13:27:49.062272+00:00
46109,BTCUSDT,38414.01,2023-12-01 13:27:57.907960+00:00
46110,BTCUSDT,38405.21,2023-12-01 13:27:12.380788+00:00
46111,LTCUSDT,71.48,2023-12-01 13:27:18.270964+00:00
46112,BTCUSDT,38422.14,2023-12-01 13:27:28.101920+00:00
46113,LTCUSDT,71.49,2023-12-01 13:27:33.559883+00:00
46114,ETHUSDT,2090.52,2023-12-01 13:27:41.769344+00:00
46115,ETHUSDT,2089.91,2023-12-01 13:27:57.374424+00:00
46116,LTCUSDT,71.46,2023-12-01 13:27:03.489518+00:00
46117,ETHUSDT,2090.01,2023-12-01 13:27:10.720469+00:00
46118,DOGEUSDT,0.08331,2023-12-01 13:27:12.975824+00:00
46119,DOGEUSDT,0.08335,2023-12-01 13:27:28.214294+00:00
46120,BTCUSDT,38422.14,2023-12-01 13:27:42.742908+00:00
46121,DOGEUSDT,0.08332,2023-12-01 13:27:59.089768+00:00
46122,LTCUSDT,71.49,2023-12-01 13:28:04.123541+00:00
46123,ETHUSDT,2089.93,2023-12-01 13:28:12.340902+00:00
46124,ETHUSDT,2089.93,2023-12-01 13:28:27.183191+00:00
46125,LTCUSDT,71.49,2023-12-01 13:28:35.192501+00:00
46126,ETHUSDT,2090.33,2023-12-01 13:28:42.686831+00:00
46127,BTCUSDT,38413.82,2023-12-01 13:28:44.023448+00:00
46128,LTCUSDT,71.47,2023-12-01 13:28:19.890424+00:00
46129,DOGEUSDT,0.08337,2023-12-01 13:28:30.116194+00:00
46130,DOGEUSDT,0.08338,2023-12-01 13:28:45.244287+00:00
46131,LTCUSDT,71.5,2023-12-01 13:28:50.450384+00:00
46132,ETHUSDT,2090.66,2023-12-01 13:28:58.123122+00:00
46133,BTCUSDT,38410.5,2023-12-01 13:28:13.391146+00:00
46134,DOGEUSDT,0.08335,2023-12-01 13:28:13.994658+00:00
46135,BTCUSDT,38407.17,2023-12-01 13:28:28.446555+00:00
46136,BTCUSDT,38418.13,2023-12-01 13:28:59.085444+00:00
46137,LTCUSDT,71.48,2023-12-01 13:29:05.948578+00:00
46138,ETHUSDT,2090.43,2023-12-01 13:29:13.483638+00:00
46139,LTCUSDT,71.5,2023-12-01 13:29:21.536067+00:00
46140,BTCUSDT,38400.01,2023-12-01 13:29:44.830500+00:00
46141,LTCUSDT,71.5,2023-12-01 13:29:51.702490+00:00
46142,ETHUSDT,2089.89,2023-12-01 13:29:59.233124+00:00
46143,BTCUSDT,38408.73,2023-12-01 13:29:14.336565+00:00
46144,DOGEUSDT,0.08338,2023-12-01 13:29:15.808653+00:00
46145,ETHUSDT,2089.89,2023-12-01 13:29:28.422796+00:00
46146,BTCUSDT,38400.01,2023-12-01 13:29:30.059623+00:00
46147,DOGEUSDT,0.08335,2023-12-01 13:29:30.865565+00:00
46148,ETHUSDT,2089.89,2023-12-01 13:29:43.924187+00:00
46149,BTCUSDT,38404.21,2023-12-01 13:30:00.212097+00:00
46150,DOGEUSDT,0.08339,2023-12-01 13:29:00.674379+00:00
46151,LTCUSDT,71.48,2023-12-01 13:29:36.394049+00:00
46152,DOGEUSDT,0.08336,2023-12-01 13:29:46.266579+00:00
46153,BTCUSDT,38424.24,2023-12-01 13:30:30.677514+00:00
46154,DOGEUSDT,0.08335,2023-12-01 13:30:47.559649+00:00
46155,LTCUSDT,71.52,2023-12-01 13:30:52.491428+00:00
